id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclccn,url
,"Pickets, Please!",,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,10x14 Gelatin Silver Print,,photograph,"George Zargon poses for a photograph in costume for the Cap and Gown Club’s production of Pickets, Please!, which was directed by Gene Kelly (listed as Eugene C. Kelly). The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 4th, 1938. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Kelly, Gene, 1912-1996.|||Zargon, George.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Saffron, Robert. Pickets, please!|||Spanos, Nicholas C. Pickets, please!|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,"Pickets, Please!",,,,,Downtown,,,,,,,,,still image,10x13 Gelatin Silver Print,,photograph,"The marquee of the Nixon Theatre during the Cap and Gown Club’s production of Pickets, Please!, which was directed by Gene Kelly (listed as Eugene C. Kelly). The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 4th, 1938. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Kelly, Gene, 1912-1996.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Saffron, Robert. Pickets, please!|||Spanos, Nicholas C. Pickets, please!|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,"Pickets, Please!",,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,8x10 Gelatin Silver Print,,photograph,"George Zargon and Al Barr pose for a photograph in costume for the Cap and Gown Club’s production of Pickets, Please!, which was directed by Gene Kelly (listed as Eugene C. Kelly). The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 4th, 1938. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Kelly, Gene, 1912-1996.|||Zargon, George.|||Barr, Albert J.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Saffron, Robert. Pickets, please!|||Spanos, Nicholas C. Pickets, please!|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,"Pickets, Please!",,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,8x10 Gelatin Silver Print,,photograph,"Members of the Cap and Gown Club pose for a photograph in costume for their production of Pickets, Please!, which was directed by Gene Kelly (listed as Eugene C. Kelly). The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 4th, 1938. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Kelly, Gene, 1912-1996.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Saffron, Robert. Pickets, please!|||Spanos, Nicholas C. Pickets, please!|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,"Pickets, Please!",,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,10x14 Gelatin Silver Print,,photograph,"Bill Hoeveler poses for a photograph in costume for the Cap and Gown Club’s production of Pickets, Please!, which was directed by Gene Kelly (listed as Eugene C. Kelly). In the show, Hoeveler played the role of Minnie McTish, ""an enterprising chorus girl."" The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 4th, 1938. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Kelly, Gene, 1912-1996.|||Hoeveler, William.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Saffron, Robert. Pickets, please!|||Spanos, Nicholas C. Pickets, please!|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,"Pickets, Please!",,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,10x14 Gelatin Silver Print,,photograph,"Bill Hoeveler poses for a photograph in costume for the Cap and Gown Club’s production of Pickets, Please!, which was directed by Gene Kelly (listed as Eugene C. Kelly). In the show Hoeveler played the role of Minnie McTish, ""an enterprising chorus girl."" The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 4th, 1938. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Kelly, Gene, 1912-1996.|||Hoeveler, William.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Saffron, Robert. Pickets, please!|||Spanos, Nicholas C. Pickets, please!|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,At Your Service,,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,11x14 Gelatin Silver Print,,photograph,"Members of the Cap and Gown Club pose for a photograph in costume for their production of At Your Service, which was directed by Martin B. Fallon. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of May 1st, 1939. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Fallon, Martin B.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Reis, G. Norman. At your service.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,At Your Service,,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,11x14 Gelatin Silver Print,,photograph,"Doug Smith, Bill Murray and Bill Hoeveler (from l to r) pose for a photograph in costume for the Cap and Gown Club’s production of At Your Service, which was directed by Martin B. Fallon. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of May 1st-8th, 1939. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Fallon, Martin B.|||Smith, Douglas.|||Murray, William.|||Hoeveler, William.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Reis, G. Norman. At your service.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,At Your Service,,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,11x14 Gelatin Silver Print,,photograph,"Bill Hoeveler poses for a photograph in costume for the Cap and Gown Club’s production of At Your Service, which was directed by Martin B. Fallon. In the show, Hoeveler played the role of Flo Marshall. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of May 1st-8th, 1939. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Fallon, Martin B.|||Hoeveler, William.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Reis, G. Norman. At your service.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,At Your Service,,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,11x14 Gelatin Silver Print,,photograph,"J. Karl Stark poses for a photograph in costume for the Cap and Gown Club’s production of At Your Service, which was directed by Martin B. Fallon. In the show, Stark played the role of Joe Slick. Martin B. Fallon was the director of the production. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of May 1st-8th, 1939. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Fallon, Martin B.|||Stark, J. Karl.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Reis, G. Norman. At your service.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,At Your Service,,,,Rembrandt Studios (creator),Downtown,,,,,,,,,still image,11x14 Gelatin Silver Print,,photograph,"George Hartman and Milton Hoffman (from l to r) pose for a photograph in costume for the Cap and Gown Club’s production of At Your Service, which was directed by Martin B. Fallon. Martin B. Fallon was the director of the production. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of May 1st-8th, 1939. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Fallon, Martin B.|||Hartman, George.|||Hoffman, Milton.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Reis, G. Norman. At your service.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,At Your Service,,,,,Downtown,,,,,,,,,still image,5x8 Gelatin Silver Print,,photograph,"Sam Hamilton getting measured for his costume in preparation for the Cap and Gown Club's production of At Your Service, which was directed by Martin B. Fallon. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of May 1st-8th, 1939. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Fallon, Martin B.|||Hamilton, Sam.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Reis, G. Norman. At your service.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,Snap Your Fingers,,,,,Downtown,,,,,,,,,still image,10x13.5 Gelatin Silver Print,,photograph,"Howard Jones poses for a photograph in costume for the Cap and Gown Club’s production of Snap Your Fingers, which was directed by James W. Lindsay. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 29th, 1940. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Lindsay, James W.|||Jones, Howard.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Miller, Frank S. Snap your fingers.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,Snap Your Fingers,,,,,Downtown,,,,,,,,,still image,10x13.5 Gelatin Silver Print,,photograph,"Part of the men's chorus and Edwin Trembath pose for a photograph in costume for the Cap and Gown Club’s production of Snap Your Fingers, which was directed by James W. Lindsay. Ed Trembath played the part of Mary Wanna. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 29th, 1940. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Lindsay, James W.|||Trembath, Edwin.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Miller, Frank S. Snap your fingers.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,Snap Your Fingers,,,,,Downtown,,,,,,,,,still image,10x13.5 Gelatin Silver Print,,photograph,"Jack Hoeveler poses for a photograph in costume for the Cap and Gown Club’s production of Snap Your Fingers, which was directed by James W. Lindsay. Hoeveler played the part of Billy Nose. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 29th, 1940. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Lindsay, James W.|||Hoeveler, Jack.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Miller, Frank S. Snap your fingers.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,Snap Your Fingers,,,,,Downtown,,,,,,,,,still image,10x13.5 Gelatin Silver Print,,photograph,"Members of the men's chorus pose for a photograph in costume as the girls of Belli-Belli for the Cap and Gown Club’s production of Snap Your Fingers, which was directed by James W. Lindsay. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 29th, 1940. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Lindsay, James W.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Miller, Frank S. Snap your fingers.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,Snap Your Fingers,,,,,Downtown,,,,,,,,,still image,10x13.5 Gelatin Silver Print,,photograph,"William Rial, Jack Hoeveler and Edward Hufnagle (from l to r) pose for a photograph in costume for the Cap and Gown Club’s production of Snap Your Fingers, which was directed by James W. Lindsay. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 29th, 1940. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Lindsay, James W.|||Rial, William.|||Hoeveler, Jack.|||Hufnagle, Edward.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Miller, Frank S. Snap your fingers.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
,Snap Your Fingers,,,,,Downtown,,,,,,,,,still image,10x13.5 Gelatin Silver Print,,photograph,"Edwin Trembath poses for a photograph in costume for the Cap and Gown Club’s production of Snap Your Fingers, which was directed by James W. Lindsay. Trembath played the part of Mary Wanna. The play was presented by the Cap and Gown Club and the University of Pittsburgh at the Nixon Theatre the week of April 29th, 1940. The Cap and Gown Club was an all-male student theatre group at the University of Pittsburgh that was active from 1908 to 1947.","Lindsay, James W.|||Trembath, Edwin.|||Cap and Gown Club (Pittsburgh. Pa.).|||University of Pittsburgh.|||College theater|||Pennsylvania|||Pittsburgh.|||Miller, Frank S. Snap your fingers.|||Downtown (Pittsburgh, Pa.).",,Downtown,,,,,,,
6098316,"Radovic collection of Pittsburgh theatre programs, 1927-1931",,"Pittsburgh theatre programs collection, 1927-1931",,,,,,1927,1931,,monographic,,English,mixed material,,1.5 (3,Performing arts-Records-Pennsylvania-Pittsburgh|||Theater-Clippings|||Theater-Photographs|||Theater-Programs|||Theater-Records-Pennsylvania-Pittsburgh|||Theater-Reviews,"The collection is comprised mainly of programs and clippings, and is divided into two series. Series I contains the bulk of the collection including programs and clippings relating to the George Sharp Players. Series II holds programs and clippings for the Nixon Players and various stock companies in Pittsburgh theatres.","Theater|||Performing arts|||Melodrama|||Comedy|||Mystery|||Farce|||Radovic, Dorothy B|||Radovic, John M|||Sharp, George|||George Sharp Players (Theater company)|||Edwin Vail Players (Theater company)|||Nixon Players (Theater company)",,"Pittsburgh|||Lyceum Theatre (Pittsburgh, Pa.)|||Gayety Theatre (Pittsburgh, Pa.)|||Duquesne Theatre (Pittsburgh, Pa.)|||Pittsburgh (Pa.)|||Nixon Theatre (Pittsburgh, Pa.)|||Pennsylvania|||Davis Theatre (Pittsburgh, Pa.)|||Alvin Theatre (Pittsburgh, Pa.)|||Heinz House (Pittsburgh, Pa.)",,,,,,,
1471900,"Oliver P. Merriman scrapbook collection, 1825-1942, 1870 - 1942",,,,"Merriman, Oliver P. (collector)",,,,1870,1930,,monographic,,English,mixed material,unmediated|||other,14.00,Finding aids|||Theater programs|||still image|||text,"Oliver P. Merriman was an avid follower of Pittsburgh theatre. He built a large scrapbook collection that documents the history of the performing arts in Pittsburgh from the 1870s through the 1930s. It is organized into several broad categories and contains thousands of theatre programs, clippings, photographs, and other ephemera.","Performing arts|||Theater|||Theater programs|||Merriman, Oliver P",,Pennsylvania|||Pittsburgh|||New York|||New York (State),,,,,,,
,Lillian Russell Scrapbook 1899-1951,,,,"Russell, Lillian, 1861-1922 (creator)",,,,,,,monographic,,English,mixed material,,0.5 linear feet,,"The scrapbook primarily contains clipped newspaper and magazine articles in approximately chronological order. In most instances, the clippings are adhered to the scrapbook pages, but some clippings and articles are loose. This scrapbook has been disbound and its contents broken up into folders based on subject. It is assumed that the pages are still in their original order. Note that some of the clippings are very fragile. Preservation photocopies of these items have been made and are available in the same folder as the originals. In some cases, preservation photocopies have replaced the original scrapbook pages. Researchers are encouraged to use these facsimiles. The majority of the scrapbook contains materials related to Russell's career post 1904. There are a number of pages dedicated to her 1912 marriage to Alexander Pollock Moore, owner of the Pittsburgh Leader.|||This scrapbook details the career of the actress and singer Lillian Russell. Russell was one of the most popular performers of her era and became politically active during her later years. The scrapbook is composed mostly of newspaper clippings, but also includes correspondence, photographs, and other ephemera.","Actresses -- United States|||Vaudeville -- United States|||Moore, Alexander P|||Russell, Lillian 1861-1922",,,,,,,,,
,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs 1840-present,,,,"Curtis, Ford E., 1896-1979 (creator)|||Curtis, Harriet R., d. 1971 (creator)",,,,,,,monographic,,English,mixed material,,84.0 linear feet,Clippings (Information artifacts)|||Theater programs,"Individual programs in the collection are mostly organized by the theatre or venue where the production took place. These venues are arranged alphabetically by name, then chronologically. In some instances, a performing arts group did not have a home theatre or consistent venue where they performed, such as the Civic Light Opera and the Quantum Theatre. In these instances, the programs and other materials are filed under the title of the performing arts group. With each series, the total number of document boxes is listed. The boxes are not numbered consecutively as found in other archival collections because these numbers regularly change with new donations. Typically, the collection's policy is to only keep two copies of a program, although exceptions to this include commemorative programs and programs that are autographed or contain marginalia. Where individual programs are listed for online access, the date listed is usually the start date for the production's engagement. Typically, productions would start on a Monday and the same program would be issued throughout the run of performances. Please note that this collection does not represent all of the Pittsburgh theatre programs in the Curtis Collection. Many of the Pittsburgh programs prior to 1930 are in our scrapbook collection. Please consult the Special Collections staff with inquiries for theatres that you cannot locate in this collection guide.|||The Ford E. and Harriet R. Curtis Theatre Collection contain tens of thousands of Pittsburgh theatre programs from the 1840s to the present. They include productions from current performing arts groups in Pittsburgh. Sometimes newspaper clippings, marketing materials, photographs, and memorabilia related to the theatres and performing arts companies are stored with the programs.","Performing arts -- Pennsylvania -- Pittsburgh|||Theater -- Pennsylvania -- Pittsburgh|||99¢ Floating Theatre|||Bucks County Playhouse (New Hope, Pa.)|||Carnegie-Mellon Theatre Company|||Chatham College|||Civic Light Opera of Pittsburgh|||Iron Clad Agreement (Theatrical company)|||Nixon Theatre (Organization : Pittsburgh, Pa.)|||Pittsburgh Cultural Trust|||Pittsburgh Playhouse|||Pittsburgh Public Theater|||Pittsburgh Savoyards|||Walnut Street Theatre (Organization : Philadelphia, Pa.)|||White Barn Theatre (North Huntingdon, Pa.)",,,,,,,,,
8372813,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Performing Arts Photographs 1914-present,,,,"Curtis, Ford E., 1896-1979 (creator)|||Curtis, Harriet R., d. 1971 (creator)",,,,1914,9999,,monographic,,English,still image,,1007.0 photographs,Photographs|||picture,"The Pittsburgh performing arts photographs are interfiled within the Curtis Collection's larger performing arts photograph collection. For the most part the collection consists of 8 x 10"" or 5 by 7"" photographic prints, however, there is also a small amount of negatives, slides, digital images, etc. All of the photographs are arranged in one large alphabetical system. This finding aid was written and the photos were categorized into three series (People, Productions, and Theatres) to facilitate researcher browsing.|||Within the Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Performing Arts Photographs are over one thousand images related to the history of the performing arts in Pittsburgh. They include images of Pittsburgh theatre venues and local arts groups' production photos.",Architecture|||Buildings|||Performing arts|||Theater,,Pennsylvania|||Pittsburgh|||Pittsburgh (Pa.),,,,,,,
8089207,"Harold B. Barth Scrapbook Collection, 1889-1974 1905 - 1967",,,,"Barth, Harold B. (Harold Bradshaw), 1884- (collector, col)",,,,1889,1974,,monographic,,English,mixed material,,13.0 linear feet,,"The Barth Scrapbook Collection documents the performing arts in Pittsburgh and East Liverpool, Ohio. There are 41 volumes of programs, clippings, and other documents that date from the late nineteenth century through the 1960's.|||Harold Barth organized his scrapbooks in volumes according to subject, i.e. drama, music, motion pictures, etc. Twenty-one volumes contain programs accompanied by related clippings (although scrapbooks for motion pictures are primarily clippings), presumably for those performances that Barth attended between 1905-1967. All of these programs are mounted in loose-leaf albums. For clippings of interest from magazine and newspapers, Barth used bound ledger books (scrapbooks 22-34, 40) and composition books (scrapbooks 35-39). The final volume is a loose-leaf notebook presented to the Curtis Collection by Eva Wasbutsky, Barth's secretary, after his death. Barth was in interested in all of the performing arts, but mostly in theatre and film. His primary collection focus was on Shakespeare; the final volumes consist of Shakespearean productions on stage, film, radio, and televsion. The scrapbooks have been organized into categories according to form and content, arranged, as much as possible, in chronological order, and assigned numbers. Loose souvenir programs, pamphlets, and clippings were removed and integrated into other areas in the Curtis Collection.","Stage history|||Performing arts|||Theater|||Shakespeare, William 1564-1616",,Pennsylvania|||East Liverpool|||Pittsburgh|||Ohio,,,,,,,
1468144,"Papers of George M. P. Baird, ca. 1915-ca. 1960",,"Baird papers, ca. 1915-ca. 1960|||Collection of materials relating to the performing arts, ca. 1915-ca. 1960",,,,,,1915,1960,,monographic,,English,mixed material,,10.5 387 282,Performing arts-Clippings|||Performing arts-Collections|||Performing arts-Files|||Performing arts-Slides|||Pictorial works,"The clippings file is presently maintained largely as Mr. Baird had it, although a new classification, Names, has been added and some subject headings have been combined. Mr. Baird's headings and spelling have been retained on new folders, but in some cases revised in the inventory list following, for reasons of consistency, clarity and conformity. Included with the clippings are Mr. Baird's notes, papers and lectures. Also in the collection are lantern slides utilized by George M. Baird in his lectures on theater history and production.","Theater|||Dance|||Drama|||Music|||Acting|||Performing arts|||Greek drama|||Greek drama, Modern|||Drama, Medieval|||Origin|||European drama|||Baird, George M. P. (George Mahaffey Patterson)","Renaissance, 1450-1600",Pennsylvania,,,,,,,
6567872,"Kenyon family papers, 1893-1972",,"Papers of Kenyon family, 1893-1972",,,,,,1893,1972,,monographic,,English,mixed material,,5.0 (10,Clippings (Information artifacts)|||Correspondence|||Lectures|||Phonograph records|||Photographs|||Press releases|||Scrapbooks,"This collection contains the business and personal records of Thomas Kenyon and his two sons, Elmer Bernard and Titus Thomas. The majority of this collection pertains to Elmer Bernard Kenyon. For the most part the collection is comprised of paper records from the first half of the twentieth century.","Performing arts|||Teachers|||Theater|||Theatrical managers|||Intellectual life|||Kenyon, Elmer B. (Elmer Bernard) 1886-1949|||Kenyon, T. Thomas (Titus Thomas) 1892-1973|||Kenyon family|||Pittsburgh Drama League (Pa.).|||Theatre Guild.|||Drama League review",,"North Side (Pittsburgh, Pa.)|||Pennsylvania|||Pittsburgh|||Pittsburgh (Pa.)",,,,,,,
1470941,"Pittsburgh Savoyards records, 1939-1975",,"Records of Pittsburgh Savoyards, 1939-1975",,,,,,1939,1975,,monographic,,English,mixed material,,3,Clippings (Information artifacts)|||Constitutions|||Correspondence|||Newsletters|||Photographs|||Press releases|||Scrapbooks|||Theater programs,"The Pittsburgh Savoyards records are incomplete and, for the most part, constitute memorabilia. Programs and photographs (1939-1974) are the most extensive for the 1940s and 1950s. Eight scrapbooks, containing chiefly newspaper clippings, some programs, issues of the company newsletter, and miscellany, cover between 1939-1951 and 1964-1980 in great detail; additional clippings cover between 1946-1962. A small amount of correspondence is chiefly personal. Other items of note include the organization's constitution (probable date of 1973), new releases, and five libretti. A few items from the Curtis Theatre Collection's Pittsburgh vertical files were integrated with the Savoyards Records.",Operetta|||Musical theater|||Theater|||Performing arts|||Choruses|||Theatrical companies|||Pittsburgh Savoyards.,,Pennsylvania|||Pittsburgh,,,,,,,
1469653,"Pilot Survey of Performing Arts Facilities in Pennsylvania records, 1970-1972",,"Records of Pilot Survey of Performing Arts Facilities in Pennsylvania, 1970-1972|||Pilot Survey of Performing Arts Facilities in Pennsylvania, 1970-1972",,,,,,1970,1972,,monographic,,English,mixed material,,0.25 (2,Questionnaires|||Surveys (Documents)|||Typescripts,"The survey report, which was a pilot project designed to provide necessary information for both trouping personnel (stage managers, electricians, booking agents, and route planners) and for architects and consultants concerned with theatre building, is split into two parts. The summary information, which is in the first folder of the first box, describes the methods and procedures involved in creating the survey. There are also recommendations on the future use and expansion of the survey. The second part of the report contains detailed information on each of the thirty-two venues that were surveyed. Each venue's survey is over twenty pages long and contains capacity numbers, stage dimensions, information on lighting and sound equipment, etc. These surveys make up the bulk of the materials in the collection.",Centers for the performing arts|||Theater|||Performing arts,,Pennsylvania,,,,,,,
1471653,"Pitt Players records, 1914-1961",,"Records of Pitt Players, 1914-1961",,,,,,1914,1961,,monographic,,English,mixed material,,1.0 (3,Clippings (Information artifacts)|||Photographs|||Theater programs,"The Pitt Players programs are arranged in chronological order. Starting with the 1940-1941 season, each season is housed in its' own individual folder. The photographs are arranged in chronological order. They contain stage production photos, rehearsal photos, and headshots of the actors and actresses of the Pitt Players. The newspaper clippings are arranged in chronological order by season. Clippings relating to the first thirty years of the Pitt Players are few, but starting with the 1947-1948 season, each season is housed in its own individual folder. Unfortunately, many of the clippings are not properly labeled with the title of the newspaper from which they were clipped. It is believed that the majority of clippings came from the Pitt News.","College and school drama, American|||College theater|||Performing arts|||Study and teaching|||Theater|||University of Pittsburgh. Pitt Players.|||University of Pittsburgh. Department of Speech and Theatre Arts.",,Pennsylvania|||Pittsburgh,,,,,,,
1470403,"Peter Gregg papers, 1937-1995",,"Gregg papers, 1937-1995|||Papers of Peter Gregg, 1937-1995",,,,,,1937,1995,,monographic,,English,mixed material,,3.0,Correspondence|||Legal documents|||Personal papers|||Photographs|||Reviews (Document genre)|||Scrapbooks|||Scripts (Documents),"This collection contains the papers of actor and playwright Peter Gregg. It includes play scripts, correspondence, book reviews, photographs, and a scrapbook. Also included are a sampling of Mr. Gregg's business contracts and copyrights. The materials date from the 1930s through the 1990s.","Dramatists|||Actors and actresses|||Theater|||Performing arts|||Gregg, Peter|||Kaufman, George S. (George Simon) 1889-1961|||Carnegie Institute of Technology. Department of Drama.|||Playwrights",,United States,,,,,,,
1469659,"Cap and Gown Club records, 1908-1978",,"University of Pittsburgh Cap and Gown Club records, 1908-1978|||Records of University of Pittsburgh Cap and Gown Club, 1908-1978",,,,,,1908,1978,,monographic,,English,mixed material,,0.75 (2,Performing arts-Clippings (Information artifacts)|||Performing arts-Correspondence|||Performing arts-Handbills|||Performing arts-Minutes|||Performing arts-Music|||Performing arts-Photographs|||Performing arts-Programs (Documents)|||Performing arts-Souvenirs,"The records of the Cap and Gown Club consist primarily of production programs, leaf and/or souvenir, arranged chronologically, with related material such as clippings, photographs, etc., of which there is little, filed with the appropriate program. A few programs contain music. Programs from the 1911 and 1919 shows are missing. Additional material includes photocopies of various articles on the Cap and Gown Club from The Pitt Panther, miscellaneous correspondence and memorabilia, and the final club minutes of 1978.","College theater|||College and school drama, American|||Student activities|||Actors|||Actresses|||Kelly, Gene 1912-1996|||Toomey, Regis 1898-1991|||Cap and Gown Club (Pittsburgh, Pa.).|||University of Pittsburgh.",,Pennsylvania|||Pittsburgh|||Pittsburgh (Pa.),,,,,,,http://digital.library.pitt.edu/cgi-bin/f/findaid/findaid-idx?type=simple;c=ascead;view=text;subview=outline;didno=US-PPiU-ctc198001
